bank,type,region,year,roa,roe,revenue,netProfit,coreRevenueGrowth,revenueGrowth,netProfitGrowth,ppopGrowth,costIncomeRatio,feeAssetRatio,trueCoreNonInterest,volatileIncomeShare,cashProfitRatio,nim,nimGapBp,nimGapPoint,earningAssetYield,interestLiabilityCost,realLoanDepositSpread,timeDepositShare,corporateDemandDepositShare,personalDemandDepositShare,corporateTimeDeposit,personalTimeDeposit,npl,provisionCoverage,overdueRatio,specialMentionRatio,overdueNplDeviation,hiddenNplExposure,personalLoanNpl,corporateLoanNpl,housingLoanNpl,consumerLoanNpl,businessLoanNpl,creditCardLoanNpl,housingLoanShare,consumerLoanShare,businessLoanShare,retailRiskMax,retailRiskSpread,pb,pbMid,peTtm,divYield,divYieldTtm,totalMarketValue,turnoverRate,cet1,cet1Buffer,carBuffer,rwaDensity,estimatedRwa,estimatedRwaGrowth,rwaProfitGrowthGap,rwaAssetGrowthGap,pbChange,bondInvestment,fundInvestment,trustWmInvestment,tradAsset,fvociAssets,acAssets,htmInvest,afaAssets,debtInvestment,otherDebtInvestment,investmentAssetRatio,fairValueChgGain,fxGain,investIncome,otherNonInterestIncome,otherAssetImpairLoss,operatingCashFlow,cashflowInvAct,cashflowFncAct,depositGrowthCF,loanIssuanceCF,centralBankAdj,liquidityCoverageRatio,liquidityRatio,loanDepositRatio
北京,城市商业银行,华北,2021,0.7515,10.29,6627500.0,2239200.0,-1.05,3.07,3.45,-0.94,24.96,0.195818,9.0381,,-176.674705,1.83,-5.0,,4.07,2.27,,50.031453,35.170717,8.622304,55127300.0,29893000.0,1.44,210.22,1.748,1.4776,1.2139,2.92,0.0,0.0,,,,,59.3888,15.9799,22.6571,,,0.4401,0.4941,4.0646,6.8694,6.7568,9387485.0168,0.1592,9.86,236.0,413.0,71.0189,217244019.0,3.259097,-0.190903,-2.221739,-0.0821,56667000.0,15521700.0,28235500.0,19011100.0,,,,,,,32.829534,,,758500.0,,,-3956100.0,3637300.0,4023000.0,,,,164.03,71.82,
北京,城市商业银行,华北,2022,0.7734,9.6,6627600.0,2493000.0,1.98,0.0,11.33,-2.17,26.55,0.208563,10.6615,,505.583634,1.76,-9.0,,3.85,2.14,,50.124964,32.986195,8.625986,58481900.0,37425100.0,1.43,210.04,2.2603,1.6118,1.5806,3.04,0.0,0.0,,,,,52.991,20.9887,24.482,,,0.3971,0.4289,3.8936,6.9606,7.0766,9112626.2212,0.176,9.54,204.0,354.0,69.4355,235244302.0,8.285744,-3.044256,-2.46932,-0.043,70546000.0,20813500.0,23184300.0,28770400.0,,,,,,,33.809157,,,845600.0,,,12604200.0,-1456500.0,-87700.0,,,,163.74,76.93,
北京,城市商业银行,华北,2023,0.7211,9.32,6671100.0,2573200.0,-7.56,0.66,3.22,-2.72,28.88,0.100089,5.6243,,163.135396,1.54,-18.0,,3.68,2.15,,57.365695,27.487703,7.998392,73181700.0,45553300.0,1.32,216.78,1.719,1.7785,1.3023,3.1,0.0,0.0,,,,,46.3882,28.6442,23.0255,,,0.3903,0.4101,3.7366,6.7329,6.8433,9577771.8752,0.2267,9.21,171.0,287.0,69.8721,261928197.0,11.343057,8.123057,0.69571,-0.0068,85071800.0,20327600.0,23672300.0,31451300.0,,,,,,,34.431249,,,1136500.0,,,4197800.0,-11447400.0,4225500.0,,,,145.38,92.23,
北京,城市商业银行,华北,2024,0.6497,8.65,6991700.0,2589000.0,2.34,4.81,0.61,4.37,29.13,0.081913,4.9459,,500.374662,1.47,-6.0,,3.5,2.03,,60.107127,22.638987,7.442726,91122500.0,56105400.0,1.31,208.75,1.6221,1.7935,1.2382,3.1,0.0,0.0,,,,,44.8029,28.5082,23.9878,,,0.489,0.4776,4.9994,5.0407,5.2033,13002935.3273,0.5335,8.95,145.0,256.0,68.9906,291246554.0,11.19328,10.58328,-1.420844,0.0987,98681000.0,27671200.0,18582300.0,37530600.0,,,,,,,34.332123,,,1350200.0,,,12954700.0,-11587000.0,6635800.0,,,,138.06,90.67,
北京,城市商业银行,华北,2025,0.4395,6.11,6803600.0,2012900.0,2.41,-2.69,-22.25,-5.34,30.9,0.077456,5.622,,1882.632023,1.27,-21.0,,2.9,1.64,1.26,61.639926,23.722672,7.164601,102857100.0,63262500.0,1.29,200.21,1.9605,1.6132,1.5198,2.9,0.0,0.0,,,,,45.9311,28.6203,23.328,,,0.4169,0.5278,4.4093,5.8394,5.8394,11586355.3811,0.3215,8.37,87.0,238.0,62.6926,309593168.0,6.299341,28.549341,-10.678602,-0.0721,,,,,,,,,,,0.0,-1310.0,275.0,12254.0,15161.0,,37895500.0,,,,,,170.99,108.68,
南京,城市商业银行,华东,2020,0.9236,14.32,3446547.6,1321033.3,,,,,28.46,0.327282,14.4061,,227.006564,1.86,,,4.6,2.61,,53.730125,25.132595,17.206248,46518190.6,4321834.6,0.91,391.76,1.1632,1.2079,1.2782,2.12,0.0,0.0,,,,,,47.4674,13.6328,,,0.8617,0.904,6.3906,4.1122,4.8515,8085669.7142,0.5355,9.97,247.0,425.0,64.061,97185454.0,,,,,38424379.8,5467460.3,18852199.4,16282973.3,,,,,,,41.358541,,,499435.4,,,2998832.3,-4175091.6,239286.2,,,,165.54,51.97,
南京,城市商业银行,华东,2021,0.9777,14.85,4092518.5,1596574.2,14.81,18.74,20.86,17.53,29.22,0.331677,14.1743,,755.671399,1.88,3.0,,4.45,2.43,,68.385811,23.954577,3.580666,53084667.3,20204698.6,0.91,397.34,1.2622,1.2179,1.387,2.13,0.0,0.0,,,,,,49.3203,12.1645,,,0.847,1.042,5.8387,4.375,4.3862,8966287.2078,0.2406,10.16,266.0,304.0,62.6831,109629491.0,12.804423,-8.055577,-2.479651,-0.0147,45129425.2,12200001.7,19427219.0,28887741.5,,,,,,,43.887355,,,706924.2,,,12064854.6,-12837135.6,588016.2,,,,201.35,58.86,
南京,城市商业银行,华东,2022,0.9738,15.12,4460644.0,1854395.6,-1.79,9.0,16.15,8.0,29.75,0.259484,11.9804,,527.506472,2.19,-9.0,,4.32,2.39,,72.356145,20.173845,3.898701,62073340.5,27505856.2,0.9,397.2,1.2103,0.8372,1.3448,1.74,0.0,0.0,,,,,,54.9998,10.8566,,,0.8819,0.9395,5.8289,3.6502,4.4155,10774118.3608,0.2039,9.73,223.0,381.0,62.921,129584799.0,18.2025,2.0525,0.446843,0.0349,52860560.0,15912790.0,8140032.5,40235074.1,,,,,,,37.345953,,,1096766.8,,,9782056.8,-9897622.9,1964031.3,,,,249.15,94.61,
南京,城市商业银行,华东,2023,0.857,13.12,4515951.1,1863048.2,-10.01,1.24,0.47,0.0,30.47,0.158582,8.0355,,198.915621,2.04,-20.0,,4.22,2.49,,74.595643,19.456126,3.17041,63830534.6,38321319.2,0.9,360.58,1.3086,1.1685,1.454,2.07,0.0,0.0,,,,,,61.1598,9.8838,,,0.5656,0.6354,4.0775,6.232,7.2344,7633674.9009,0.2338,9.39,189.0,303.0,65.1658,149117254.0,15.073107,14.603107,3.963907,-0.3163,55798354.1,17413339.8,4101001.5,44300791.2,,,,,,,33.786439,,,1481441.2,,,3705893.9,-5757717.4,1608402.2,,,,221.61,95.43,
南京,城市商业银行,华东,2024,0.8347,12.97,5027307.0,2036493.4,0.48,11.32,9.31,15.31,28.08,0.100046,5.157,,-323.081499,1.94,-9.0,,4.0,2.36,,75.182449,17.592793,3.160868,69565273.3,42920584.5,0.83,335.27,1.2672,1.203,1.5267,2.03,0.0,0.0,,,,,,63.6607,7.3995,,,0.7953,0.7439,5.9103,4.7,7.8824,11750004.9014,0.5623,9.36,186.0,322.0,65.8255,170580206.0,14.393339,5.083339,1.146519,0.2297,63388543.3,18241744.2,1943547.1,47198856.1,,,,,,,32.250461,,,1361783.7,,,-6579533.4,-8797652.4,17856444.7,,,,192.98,134.63,
南京,城市商业银行,华东,2025,0.7859,12.05,5554191.6,2205740.8,34.1,10.48,8.31,13.56,26.07,0.141712,7.71,,953.003472,1.82,-4.0,,3.59,1.99,1.6,76.219262,15.846998,3.32773,73505005.5,53841315.5,0.83,313.62,1.2805,1.1568,1.5428,1.99,0.0,0.0,,,,,,62.5349,6.0434,,,0.7761,0.8457,6.567,6.554,4.3377,14131557.361,0.1906,9.35,185.0,265.0,64.564,195100808.0,14.374823,6.064823,-2.234741,-0.0192,,,,,,,,,,,0.0,-251175.5,6814.5,1834866.7,2064006.5,,21020786.4,,,,,,171.18,111.81,
厦门,城市商业银行,华东,2020,0.6977,11.23,555561.2971,185600.1761,,,,,28.64,0.114818,5.8932,,-641.152757,1.65,,,4.23,2.7,,41.238727,33.765445,8.602412,4178464.2986,2182111.5706,0.98,368.03,0.9496,0.7477,0.969,1.73,0.0,0.0,,,,,51.264,9.1014,39.6346,,,2.1957,,19.3509,,,3483648.8122,35.5868,11.34,384.0,399.0,57.0874,16278474.0,,,,,7316370.6577,87508.6838,,1398987.08,,,,,,,25.964833,,,87519.23,,,-1189980.6456,606392.74,1089695.83,,,,185.65,86.06,
厦门,城市商业银行,华东,2021,0.7201,10.98,531552.6697,221291.3529,-2.7,-4.32,19.23,-12.18,34.56,0.114065,7.0706,,-992.227922,1.62,-1.0,,4.15,2.63,,46.231515,29.821611,8.037775,5810459.5344,2686936.255,0.91,370.64,0.91,0.9088,1.0,1.82,0.0,0.0,,,,,47.8154,10.3243,41.8603,,,0.931,1.3275,8.7503,,2.6087,1820998.2427,0.8578,10.47,297.0,590.0,59.1455,19488127.0,19.717161,0.487161,4.16596,-1.2647,8053410.604,790755.2909,,1630604.18,,,,,,,26.841613,,,58479.64,,,-2195714.5928,313541.53,860824.03,,,,203.37,70.43,
厦门,城市商业银行,华东,2022,0.734,11.38,589508.5507,257172.1309,8.63,10.9,16.21,10.6,34.3,0.116246,7.3199,,1022.492436,1.53,-5.0,,3.94,2.47,,52.136611,24.693062,6.377819,6448721.5559,4232491.6421,0.86,387.93,1.1938,1.2275,1.3881,2.09,0.0,0.0,,,,,36.4387,10.1965,53.3649,,,0.7097,0.7576,6.1572,3.1414,4.363,1512220.2798,0.4858,9.5,200.0,326.0,62.1456,23068955.0,18.374408,2.164408,5.714581,-0.2213,8408864.6794,1371554.9677,,1574973.24,,,,,,,26.347544,,,61881.55,,,2629565.5863,-978877.91,53151.67,,,,347.74,75.22,
厦门,城市商业银行,华东,2023,0.7225,11.2,560271.374,275240.0493,-9.21,-4.96,7.03,-12.85,39.65,0.105926,7.3859,,-158.862946,1.28,-27.0,,3.7,2.5,,67.175895,22.338721,6.048462,8484525.0218,5459488.2458,0.76,412.89,1.1004,1.4326,1.4479,2.19,0.0,0.0,,,,,30.0829,9.1015,60.8157,,,0.5756,0.5878,4.8314,4.931,5.7199,1338037.8392,0.5612,9.86,236.0,490.0,62.4106,24381572.0,5.689972,-1.340028,0.448749,-0.1341,9939644.0446,1441122.4396,,1761234.58,,,,,,,29.131864,,,46407.73,,,-437254.4499,-980677.79,972914.33,,,,315.54,81.38,
厦门,城市商业银行,华东,2024,0.6778,9.36,575916.184,270587.6105,-7.47,2.79,-1.69,4.7,38.88,0.093519,6.6219,,-159.489668,1.13,-13.0,,3.5,2.43,,67.793764,21.848599,6.204436,7601681.9252,6916785.4322,0.74,391.95,1.456,3.0354,1.9676,3.78,0.0,0.0,,,,,27.5533,9.551,62.8957,,,0.593,0.5675,5.8728,5.1418,8.156,1488468.1288,1.7302,9.91,241.0,480.0,61.8006,25201979.0,3.364865,5.054865,-1.0202,0.0174,10697775.437,2004639.436,1183.4878,3489381.13,,,,,,,31.151944,,,102627.28,,,-431559.2819,-1432419.22,898690.91,,,,153.11,77.83,
厦门,城市商业银行,华东,2025,0.6393,9.05,585981.5,275167.6,4.95,1.75,1.69,2.08,38.69,0.090157,6.9712,,-40.382262,1.09,-1.0,,3.09,2.03,,67.152508,21.766337,6.14614,7964508.9,8394713.5,0.77,312.71,1.2631,1.6663,1.6404,2.44,0.0,0.0,,,,,27.6183,8.7729,63.6088,,,0.7363,0.6963,7.4517,6.267,4.0872,1937119.8698,0.5057,8.58,108.0,312.0,66.0709,29936639.0,18.786858,17.096858,7.677345,0.1433,,,,3512114.9,,,,,5985959.5,5351531.9,0.0,-8618.3,3595.9,130010.6,125630.5,,-111118.9,,,,,,183.71,73.84,
哈尔滨,城市商业银行,东北,2020,0.1347,,1459332.3,79583.2,,,,,32.06,0.14701,6.0302,,-255.916575,2.2,,,5.18,2.99,,66.162462,21.64538,12.192158,8837123.6,22211597.4,2.97,133.26,9.0988,4.3643,3.0636,7.37,2.77,3.15,,7.27,,,,56.7062,30.6972,7.27,0.0,0.1876,0.2285,,,,,,10.18,268.0,209.0,81.5531,48817986.0,,,,,8078271.0,766382.8,12978871.1,,,,,,,,36.457389,,,,,,-203666.6,,,,,,,,
哈尔滨,城市商业银行,东北,2021,0.0641,0.55,1229422.6,39868.8,-18.43,-15.75,-49.9,-23.57,38.28,0.108056,5.6694,,9204.321675,1.78,-45.0,,4.68,2.94,,72.599626,17.188695,10.211679,10459130.0,25967818.3,2.88,162.45,14.4386,4.7805,5.0134,7.68,2.78,2.97,,2.15,3.41,,,59.997,28.7018,3.41,1.26,0.1424,0.1772,,,,,,9.28,178.0,204.0,83.9323,54140206.0,10.90217,60.80217,3.143687,-0.0452,9518574.3,1437085.3,13029373.8,,,,,,,,37.183436,,,,,,3669652.6,,,,,,,,
哈尔滨,城市商业银行,东北,2022,0.105,0.04,1284826.4,71249.7,-9.47,4.51,78.71,2.08,39.41,0.102647,5.6942,,8119.537205,1.55,-16.0,,4.47,2.89,,76.783668,14.445438,8.770894,10847737.6,31984176.7,2.89,181.54,18.868,5.6445,6.5287,8.49,0.0,0.0,,3.1,4.07,,,66.5746,21.5311,4.07,0.97,0.0664,0.1262,,,,,,8.64,114.0,141.0,81.0251,57749286.0,6.666173,-72.043827,-3.827165,-0.076,12961652.4,2504769.2,13085131.9,,,,,,,,40.059253,,,,,,5785145.9,,,,,,234.02,,
哈尔滨,城市商业银行,东北,2023,0.1164,0.35,1324176.3,88810.7,4.68,3.06,24.65,,42.01,0.079343,4.8734,,5188.474812,1.43,-2.0,,4.45,2.89,,80.036629,12.86472,7.098651,10602150.5,40021464.5,2.87,197.38,14.7855,6.1853,5.1517,9.07,3.93,2.5,,3.94,5.17,,,68.2677,19.6717,5.17,1.23,0.0477,0.0508,,,,,,8.69,119.0,321.0,70.8257,57604609.0,-0.250526,-24.900526,-14.3646,-0.0187,19175266.1,3845249.9,11134864.2,,,,,,,,41.994558,,,,,,4607920.8,,,,,,244.75,,
哈尔滨,城市商业银行,东北,2024,0.1252,0.69,1424326.0,108235.5,0.1,7.56,21.87,,36.1,0.04011,2.5802,,1910.320921,1.31,-18.0,,4.04,2.66,,82.014786,11.550402,6.434812,10473467.2,45598351.8,2.84,202.59,13.6131,5.8214,4.7933,8.64,4.97,2.39,,5.51,5.31,,,68.3651,19.3694,5.51,0.2,0.0673,0.0583,,,,,,8.68,118.0,311.0,64.5351,59129159.0,2.646576,-19.223424,-10.005529,0.0196,22905561.7,4136094.4,9572226.8,,,,,,,,39.96137,,,,,,2067645.4,,,,,,213.38,,
哈尔滨,城市商业银行,东北,2025,0.1307,1.13,1454599.5,126455.2,0.74,2.13,16.83,,35.59,0.043217,3.0285,,4330.978876,1.2,-16.0,,3.48,2.26,,84.591808,9.027027,6.381165,13371727.4,46624478.9,2.8,198.26,12.7428,5.7396,4.551,8.5,5.81,1.83,,6.56,6.42,,,68.86,17.5198,6.56,0.14,0.0684,0.0792,,,,,,8.48,98.0,302.0,56.3364,57425947.0,-2.880494,-19.710494,-14.133988,0.0011,,,,,,,,,,,0.0,308.3,-3253.2,388806.1,,5671.4,5476748.0,,,,,,264.21,,
天津,城市商业银行,华北,2020,0.6401,8.26,1719670.4,434341.3,,,,,21.8,0.335951,13.4359,,193.624622,2.26,,,4.75,2.77,,41.201421,48.950891,5.502683,7844946.3,6822012.1,2.16,183.45,3.9909,4.6447,1.8476,6.8,2.08,2.54,0.39,2.41,2.82,,18.8959,64.3751,15.0682,2.82,2.43,0.2909,0.3118,,,,,,11.12,362.0,398.0,69.1404,47552003.0,,,,,16867645.4,2205182.5,8676297.9,,,,,,,,40.347095,,,,,,840991.7,,,,,,197.04,60.57,
天津,城市商业银行,华北,2021,0.4567,5.77,1779740.0,321430.7,-7.82,3.49,-26.0,,23.81,0.247759,10.0218,,-232.469332,2.12,-13.0,,4.54,2.69,,43.888512,45.883551,5.179697,8055609.2,8730820.3,2.41,154.26,3.7317,4.8183,1.5484,7.23,1.89,3.33,0.42,1.99,2.84,,22.2256,50.9686,24.9085,2.84,2.42,0.1879,0.3267,,,,,,10.73,323.0,299.0,72.9069,52485990.0,10.375981,36.375981,5.702298,-0.103,18431639.0,1897395.0,7014637.6,,,,,,,,37.98239,,,,,,-747227.8,,,,,,170.68,57.6,
天津,城市商业银行,华北,2022,0.4812,6.03,1586521.2,356306.9,-10.53,-10.86,10.85,-14.63,26.92,0.221592,10.6302,,482.046068,1.74,-37.0,,4.25,2.77,,46.449105,44.125132,6.850366,7196553.9,11279286.8,1.84,159.27,2.9323,4.6898,1.5936,6.53,1.95,2.1,0.58,1.8,3.37,,22.5682,50.2155,27.2163,3.37,2.79,0.1739,0.1858,,,,,,10.38,288.0,230.0,75.2023,57235156.0,9.048445,-1.801555,3.328387,-0.014,20125910.5,2105417.8,5777413.6,,,,,,,,36.801173,,,,,,1717563.4,,,,,,166.53,53.4,
天津,城市商业银行,华北,2023,0.4703,6.0,1651527.9,376689.5,-1.28,4.1,5.72,2.71,27.68,0.186754,9.5074,,575.631442,1.65,27.0,,4.52,2.77,,45.086038,44.514258,5.666204,6293057.6,14026605.5,1.67,167.86,2.1939,3.0208,1.3137,4.69,2.46,1.49,0.93,2.31,3.66,,22.3372,43.8126,33.8502,3.66,2.73,0.1541,0.1645,,,,,,9.8,230.0,214.0,77.3426,65027453.0,13.614529,7.894529,3.144104,-0.0198,23197767.4,4057944.0,4849133.4,,,,,,,,38.184984,,,,,,2168343.2,,,,,,160.66,48.2,
天津,城市商业银行,华北,2024,0.4334,5.7,1678979.5,382901.5,0.02,1.66,1.65,1.04,28.23,0.181337,10.0011,,-287.892291,1.47,-20.0,,4.03,2.48,,50.413511,39.546516,5.656065,8331869.0,16923132.9,1.68,169.21,2.7971,3.3429,1.6649,5.02,2.84,1.45,1.55,1.83,4.88,,21.7388,43.3385,34.9227,4.88,3.33,0.1523,0.1488,,,,,,9.53,203.0,309.0,77.4845,71750110.0,10.338183,8.688183,0.201993,-0.0018,25507684.2,5169480.3,3533511.5,,,,,,,,36.944828,,,,,,-1102343.9,,,,,,219.42,59.7,
天津,城市商业银行,华北,2025,0.4117,5.59,1695450.3,392813.8,4.92,0.98,2.59,,27.66,0.120591,6.9874,,-1234.581881,1.53,6.0,,3.74,2.13,1.61,54.873914,34.469177,5.170777,10153895.4,19539178.2,1.68,171.56,2.736,3.4735,1.6286,5.15,4.64,1.16,,,,,22.7996,44.9802,32.2202,,,0.1935,0.1992,,,,,,9.08,158.0,263.0,78.5322,77150267.0,7.52634,4.93634,1.434607,0.0412,,,,,,,,,,,0.0,88605.0,-1335.9,198029.9,,,-4849608.0,,,,,,241.13,61.0,
威海,城市商业银行,华北,2020,0.6699,8.42,603153.6419,164824.0375,,,,,25.08,0.173287,7.6882,,294.449459,1.99,,,4.74,2.86,,62.771832,31.972169,5.223545,4752596.8,6388218.7,1.47,173.39,3.0432,4.2108,2.0702,5.68,0.0,0.0,0.1,0.15,,,41.4918,9.4642,,0.15,0.05,0.9402,,,,,,,9.88,238.0,468.0,69.5403,18609103.0,,,,,,,,,,,,,,,0.0,,,,,,485323.4859,,,,,,225.94,52.61,
威海,城市商业银行,华北,2021,0.6613,8.55,737156.1077,189171.2086,29.63,22.22,14.77,29.77,20.5,0.194433,8.0321,,360.015109,2.24,24.0,,4.86,2.74,,68.189844,27.083039,4.6967,6254382.0,7644995.8,1.47,171.56,2.0556,2.7909,1.3984,4.26,0.0,0.0,0.27,0.37,,,40.6669,9.1704,,0.37,0.1,0.8229,0.8817,,,,,,9.35,185.0,409.0,69.0698,21033178.0,13.026286,-1.743714,-0.770029,-0.1173,,,,,,,,,,,0.0,,,,,,681044.9321,,,,,,240.3,63.22,
威海,城市商业银行,华北,2022,0.6413,8.63,828350.6428,207847.9329,7.35,12.37,9.87,10.56,21.8,0.197096,8.178,,291.192365,2.07,-18.0,,4.66,2.72,,72.447312,22.438242,5.073197,7220593.3,9405611.1,1.46,154.68,2.5322,2.6659,1.7344,4.13,0.0,0.0,0.81,0.87,,,38.7131,14.4517,,0.87,0.06,0.8247,0.7743,,,,,,8.81,131.0,333.0,67.5214,23207316.0,10.336707,0.466707,-2.530142,0.0018,,,,,,,,,,,0.0,,,,,,605237.3108,,,,,,245.61,79.09,
威海,城市商业银行,华北,2023,0.5754,8.15,872608.2698,211628.0649,1.8,5.34,1.82,6.36,21.31,0.161449,7.2505,,520.765112,1.89,-18.0,,4.45,2.69,,77.726406,18.234258,3.980304,9129596.2,11591966.4,1.45,152.12,1.8199,2.2899,1.2551,3.74,0.0,0.0,,,,,34.9944,25.2989,,,,0.6897,0.7895,,,,,,8.77,127.0,288.0,65.815,25791362.0,11.134618,9.314618,-2.881486,-0.135,,,,,,,,,,,0.0,,,,,,1102085.129,,,,,,279.79,86.52,
威海,城市商业银行,华北,2024,0.5275,7.55,930911.7526,219812.2919,4.38,6.68,3.87,5.41,22.88,0.130103,6.1698,,398.590969,1.77,-13.0,,4.17,2.54,,76.850076,19.54449,3.602231,9402274.1,13152418.6,1.41,156.07,1.7416,2.7456,1.2352,4.15,0.0,0.0,,,,,34.28,32.3166,,,,0.6525,0.6203,,,,,,9.31,181.0,326.0,61.9731,27358895.0,6.077744,2.207744,-6.575964,-0.0372,,,,,,,,,,,0.0,,,,,,876151.9439,,,,,,264.36,115.27,
威海,城市商业银行,华北,2025,0.5293,8.5,991215.7797,250372.9205,11.7,6.48,13.9,7.01,22.84,0.147354,7.5002,,905.32212,1.68,-7.0,,3.72,2.16,1.56,80.571002,16.059406,3.368006,10712078.1,16870005.0,1.41,160.14,1.6901,2.1292,1.1987,3.54,0.0,0.0,,,,,37.7734,30.9143,,,,0.5633,0.6588,,,,,,8.84,134.0,299.0,61.1994,30876344.0,12.856692,-1.043308,-1.426863,-0.0892,,,,,,,,,,,0.0,,,,1457.4,,2266681.4309,,,,,,299.33,135.0,66.31
宁波,城市商业银行,华东,2020,1.0281,14.9,4111100.0,1513600.0,,,,,37.96,0.389857,15.4265,,401.499736,2.3,,,4.68,2.14,,51.014836,39.047141,5.731787,32362600.0,14835000.0,0.79,505.59,0.7974,0.4976,1.0094,1.29,0.89,0.0,,,,,8.8904,68.1735,22.9361,,,2.113,1.7313,14.8757,1.0119,1.4148,21232329.5547,0.6336,9.52,202.0,434.0,66.6742,108462264.0,,,,,32790000.0,18791100.0,22762500.0,30563000.0,,,,,,,45.70072,,,918000.0,,,6077100.0,-3813600.0,-2786600.0,,,,136.67,56.04,
宁波,城市商业银行,华东,2021,1.0767,16.63,5277400.0,1960900.0,19.76,28.37,29.55,30.56,36.95,0.409901,15.6554,,-227.186496,2.21,-8.0,,4.59,2.13,,54.52342,34.007258,6.967224,43353300.0,14053700.0,0.77,525.52,0.7558,0.4752,0.9816,1.25,1.24,0.0,,,,,11.2008,65.9948,22.8044,,,2.1493,2.1595,13.9767,1.1884,1.1884,25278545.5518,0.2635,10.16,266.0,494.0,65.4179,131856865.0,21.569346,-7.980654,-2.334649,0.0363,54504300.0,22702300.0,15948600.0,35539100.0,,,,,,,46.216946,,,1253100.0,,,-4454900.0,-14160700.0,19419100.0,,,,279.06,64.25,
宁波,城市商业银行,华东,2022,1.0558,15.56,5787900.0,2313200.0,9.83,9.67,17.97,9.04,37.29,0.315541,12.8993,,409.683555,2.02,-26.0,,4.25,2.05,,58.690911,29.333236,6.573586,56370300.0,19756800.0,0.75,504.9,0.8066,0.5778,1.0755,1.33,1.39,0.0,,,,,16.431,62.2008,21.3682,,,1.4271,1.6829,9.5536,1.4019,1.5408,21428652.12,0.3027,9.75,225.0,468.0,65.5413,155077075.0,17.610164,-0.359836,0.221358,-0.7222,68236800.0,22344600.0,13770000.0,36175000.0,,,,,,,44.102757,,,1130100.0,,,9476800.0,-12694500.0,3877600.0,,,,179.11,73.21,
宁波,城市商业银行,华东,2023,1.0087,15.08,6158500.0,2560900.0,3.75,6.4,10.71,3.21,38.99,0.212674,9.3643,,676.996368,1.88,-19.0,,4.16,2.15,,64.063097,26.50977,5.536367,67654400.0,32687500.0,0.76,461.04,0.9327,0.6471,1.2272,1.41,1.5,0.0,,,,,17.2105,63.2807,19.5088,,,0.779,1.0471,5.2629,2.4863,2.4863,13279821.0827,0.5971,9.64,214.0,451.0,66.7711,181060626.0,16.75525,6.04525,2.150397,-0.6481,88321600.0,20671900.0,8536200.0,35046600.0,,,,,,,43.342312,,,1308700.0,,,17337200.0,-9826600.0,-7027700.0,,,,244.48,84.28,
宁波,城市商业银行,华东,2024,0.9327,13.59,6663100.0,2722100.0,12.8,8.19,6.29,14.38,35.52,0.148949,6.9862,,312.277286,1.86,-10.0,,3.97,2.06,,67.547983,24.572942,5.606953,84826000.0,39215400.0,0.76,389.35,0.9485,1.03,1.248,1.79,1.68,0.0,0.63,1.61,2.97,,17.6417,64.0985,18.2597,2.97,2.34,0.8134,0.7859,5.9693,2.0568,2.4681,16053329.2154,0.4875,9.84,234.0,482.0,66.8333,208869452.0,15.358848,9.068848,0.107316,0.0344,103287500.0,20978800.0,7083200.0,35716100.0,,,,,,,42.02872,,,1370600.0,,,8500500.0,-9053300.0,4705600.0,,,,190.0,94.09,
宁波,城市商业银行,华东,2025,0.8744,13.11,7196900.0,2952900.0,12.53,8.01,8.48,12.87,32.72,0.167692,8.455,,797.575265,1.74,-15.0,,3.44,1.68,1.76,63.938954,27.599619,6.253843,90990400.0,38478500.0,0.76,373.16,0.8638,1.1378,1.1366,1.9,1.94,0.0,0.89,1.85,3.45,,19.1552,63.8833,16.9615,3.45,2.56,0.8514,0.8597,6.4263,2.136,4.272,18549486.5347,0.267,9.34,184.0,380.0,64.7283,234877622.0,12.451878,3.971878,-3.656974,0.038,,,,,,,,,,,0.0,-630.0,-113.0,12936.0,12723.0,,23551600.0,,,,,,144.79,81.28,
宜宾市,城市商业银行,中西,2020,0.3285,,128554.9793,16797.2129,,,,,41.1002,0.119219,5.2314,,1462.084256,1.6026,,,3.080443,1.739742,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,14.39,689.0,519.0,67.9458,3832850.0,,,,,,,,,,,,,,,0.0,,,,,,245589.4052,,,,,,,74.01,
宜宾市,城市商业银行,中西,2021,0.4382,,175466.6001,27096.1189,102.32,36.49,61.31,53.39,36.27,0.179642,6.8866,,-201.500856,2.56,111.9299,,4.72,2.26,,52.27768,39.307321,8.414999,872762.0,1606478.2,2.27,198.35,3.5961,1.8587,1.5842,4.17,2.56,2.35,,2.09,4.46,,,10.2949,50.6264,4.46,2.37,,,,,,,,15.26,776.0,597.0,76.6719,5157329.0,34.555983,-26.754017,15.313834,,,,,,,,,,,,0.0,,,,,,-54598.9115,,,,,,,59.18,
宜宾市,城市商业银行,中西,2022,0.482,,188114.2964,35260.3472,15.88,7.21,30.13,7.54,33.99,0.087722,3.6855,,334.517399,2.59,0.0,,4.73,2.27,,57.805898,33.88913,8.304971,1331743.1,2032796.6,1.77,213.4,2.0207,1.9816,1.1416,3.77,4.34,1.61,,1.64,7.58,,,15.889,42.7648,7.58,5.94,,,,,,,,12.86,536.0,358.0,81.6287,6451303.0,25.090003,-5.039997,7.595968,,,,,,,,,,,,0.0,,,,,,117951.9962,,,,,,,76.7,
